path,file_name,chunk,source,title
webpages\-Qué_es_un_Posgrado-_-_Facultad_de_Ingeniería,node_49534,"#  ¿Qué es un Posgrado?

Según la Ordenanza de Carreras de Posgrado de la Universidad de la República,
se entiende por carreras de posgrado aquellos estudios que habilitan a la
obtención de Títulos o Diplomas que supongan para su realización, que el
alumno sea graduado universitario o que, excepcionalmente, acredite formación
equivalente.

La Universidad de la República entrega titulos de posgrado en tres niveles:
Diplomas de Especialización, Maestrías y Doctorados.

Para ver todas las carreras que ofrece la Facultad de Ingeniería ingresar en:
https://www.fing.edu.uy/es/ensenanza/carreras-de-posgrado",https://www.fing.edu.uy/es/node/49534,¿Qué es un Posgrado? | Facultad de Ingeniería
webpages\-Qué_es_un_Posgrado-_-_Facultad_de_Ingeniería,node_49534,"  * **Diplomas de especialización**  
Las carreras de especialización tienen por objetivo el perfeccionamiento en el
dominio de un tema o área determinada dentro de una profesión o de un campo de
aplicación de varias profesiones o disciplinas científicas. Están dirigidas a
ampliar la capacitación profesional lograda en programas de grado, ya sea con
profundidad y/o extensión. Las exigencias curriculares mínimas son 60
créditos.  ",https://www.fing.edu.uy/es/node/49534,¿Qué es un Posgrado? | Facultad de Ingeniería
webpages\-Qué_es_un_Posgrado-_-_Facultad_de_Ingeniería,node_49534,"  * **Maestrías**  
Las carreras de maestría tienen por objetivo proporcionar una formación
superior a la del graduado universitario, en un campo del conocimiento. Dicho
objetivo se logra profundizando la formación teórica, el conocimiento
actualizado y especializado en ese campo, y de sus métodos; estimulando el
aprendizaje autónomo y la iniciativa personal, e incluyendo la preparación de
una tesis. Las exigencias curriculares mínimas son 100 créditos que se
integran con actividad programada y el trabajo de tesis.  ",https://www.fing.edu.uy/es/node/49534,¿Qué es un Posgrado? | Facultad de Ingeniería
webpages\-Qué_es_un_Posgrado-_-_Facultad_de_Ingeniería,node_49534,"  * **Doctorados**  
Las carreras de doctorado constituyen el nivel superior de formación de
posgrado en un área del conocimiento. Su objetivo es asegurar la capacidad de
acompañar la evolución del área de conocimiento correspondiente, una formación
amplia y profunda en el área elegida, y la capacidad probada para desarrollar
investigación original propia y creación de nuevo conocimiento. La elaboración
de la tesis es la actividad central de los estudios de doctorado, debiendo
constituir un aporte original al campo disciplinario correspondiente. Las
exigencias curriculares mínimas son 250 créditos que se integran con actividad
programada y un trabajo de tesis.",https://www.fing.edu.uy/es/node/49534,¿Qué es un Posgrado? | Facultad de Ingeniería
webpages\-Qué_es_un_Posgrado-_-_Facultad_de_Ingeniería,node_49534,"**Condiciones de ingreso a las carreras de Posgrado**  
Podrán ingresar a los programas de posgrado quienes posean título
universitario al menos de nivel de Licenciatura expedido por la Universidad de
la República o que puedan acreditar adecuadamente una capacitación que permita
el aprovechamiento de la actividad en cuestión, a juicio de la Comisión
Académica de Posgrado de Facultad de Ingeniería. Cada carrera de posgrado
puede tener requisitos de ingreso y exigencias curriculares particulares que
se especifican en el plan de estudio correspondiente.  
  
**Inscripciones a las carreras de Posgrado**  
Los ingresos a las carreras de posgrado se solicitan a la SCAPA (Sub Comisión
Académica del Área) correspondiente, adjuntando la documentación requerida.
Los interesados pueden consultar los requisitos particulares de cada carrera a
posgrado@fing.edu.uy.

**Más información**

  * https://cap.posgrados.udelar.edu.uy/",https://www.fing.edu.uy/es/node/49534,¿Qué es un Posgrado? | Facultad de Ingeniería
webpages\ACTIVIDAD_INTRODUCTORIA_-_Facultad_de_Ingeniería,node_45478,"#  ACTIVIDAD INTRODUCTORIA

Tu primera responsabilidad como estudiante de la Fing es informarte sobre el
trayecto que inicias. Para eso **tienes que concurrir a la Actividad
Introductoria el próximo 26, 27 y 28 de julio.**

**LUGAR.** **** Edificio Polifuncional José Luis Massera

No es necesario inscribirte, en ella recibirás información imprescindible para
comenzar pisando firme la Facultad, conociendo su funcionamiento, otras
personas que ingresan contigo y otros actores de la Facultad; intentaremos que
además puedas empezar a recorrerla, para no estar tan perdido el primer día de
clases.

Las actividades que pensamos para vos son:

  * Charla del Espacio de Orientación y Consulta (EOC) donde se comentarán cuestiones básicas de las carreras, planes de estudio, previaturas, entre otras cosas.
  * Taller de Iniciación a la Planificación Estratégica (TIPE) para dar algunas herramientas sobre cómo organizarte y elegir qué cursos hacer. Además se informará sobre acompañamientos y tutorías al inicio de la carrera. 
  * Reuniones en grupos pequeños con estudiantes y docentes de la Facultad, para tener un diálogo directo y despejar todas tus dudas.
  * Charlas con directores/as de cada carrera y charlas con egresados/as para conocer el ámbito profesional y académico. ",https://www.fing.edu.uy/node/45478,ACTIVIDAD INTRODUCTORIA | Facultad de Ingeniería
webpages\ACTIVIDAD_INTRODUCTORIA_-_Facultad_de_Ingeniería,node_45478,"Cronograma

    

**LUGAR.** **** Edificio Polifuncional José Luis Massera (senda Ing. Nelson
Landoni 631)

## MIÉRCOLES 26/7

|

  * **14 a 16hs.** Charla de Bienvenida en **salón C22**
  * **16 a 18hs.** Charla con Madrinas/Padrinos. La distribución se realiza entre las personas que se encuentren en el salón C22, al momento de finalizar la charla de Bienvenida.

  
---|---  
  
## JUEVES 27/7

|

  * **17 a 19hs.** Charla con Direcciones de Carrera.

Ing. en Computación y Lic. en Computación: **salón B11**

Ing. Eléctrica, Ing. en Sistemas de Comunicación, Lic. en Ing. Biológica,
Tecnólogo en Telecomunicaciones e Ing. Físico-Matemática: **salón B21**

Ing. Industria Mecánica, Tecnólogo Industrial Mecánico, Ing. Naval, Ing. en
Producción, Ing. Química, Ing. en Alimentos, Ingeniería Civil y Agrimensura:
**salón: A21**

  * **19 a 21hs.** Charla con Egresadas/os en **salón C22**

  
  
## VIERNES 28/7

|

  * **14 a 16hs.** Charla del Taller de Introducción a la Planificación Estratégica (TIPE) en **salón C22**
  * **16 a 18hs.** Charla con Madrinas/Padrinos. La distribución se realiza entre las personas que se encuentren en el salón C22, al momento de finalizar la charla del TIPE.

  
  
## SÁBADO 29/7

|

  * **14hs.** Prueba Inicial en salón 307 (edificio central).

  
  
# Consultas: introductorio@fing.edu.uy  ",https://www.fing.edu.uy/node/45478,ACTIVIDAD INTRODUCTORIA | Facultad de Ingeniería
webpages\ACTIVIDAD_INTRODUCTORIA_-_Facultad_de_Ingeniería,node_45478,"Prueba Inicial

    

**FECHA: sábado 29 de julio, 14 horas. Salón 307.** **Aquellos estudiantes que
aún no hayan finalizado la inscripción a la carrera concurren a los salones
fuera de lista)** **.**

La Prueba Inicial busca evaluar los conocimientos adquiridos durante la
educación media que se consideran necesarios para un buen desempeño en los
cursos de matemática de primer año. Consta de preguntas múltiple opción o de
respuesta numérica. El resultado obtenido en la prueba sugerirá el trayecto
más adecuado para iniciar los cursos de primer año. Un resultado menor al 60%
del puntaje es un indicador de que sería conveniente reforzar los
conocimientos antes de cursar CDIV y por eso te sugerimos cursar Matemática
Inicial. Si obtienes el 60% o más cursarás directamente CDIV y se te asignarán
4 créditos de Matemática en tu carrera.

El espacio en EVA de la prueba donde encuentras más información es el
siguiente:

https://eva.fing.edu.uy/course/view.php?id=1544

El siguiente material consta de una serie de ejercicios del estilo y nivel de
lo que será evaluado en la prueba.

Material asociado a la preparación de la prueba: CLICKEA AQUÍ

Varias de las preguntas abarcarán los siguientes temas y habilidades:

Temas:

Conteo básico

Conjuntos y funciones

Nociones geométricas básicas

Límites, continuidad y derivada

Habilidades:

Lenguaje matemático

Lógica Matemática

Operaciones básicas

Diferentes representaciones de un mismo objeto matemático

Preguntas frecuentes de estudiantes al ingreso",https://www.fing.edu.uy/node/45478,ACTIVIDAD INTRODUCTORIA | Facultad de Ingeniería
webpages\Carreras_de_Grado_-_Facultad_de_Ingeniería,ensenanza_carreras-de-grado-old,"#  Carreras de Grado

Listado de carreras de grado

## Carreras de grado

  * Agrimensura
  * Ingeniería Civil
  * Ingeniería de Alimentos
  * Ingeniería de Producción
  * Ingeniería Eléctrica
  * Ingeniería en Computación
  * Ingeniería en Sistemas de Comunicación
  * Ingeniería Físico-Matemática
  * Ingeniería Forestal (Tacuarembó)
  * Ingeniería Industrial Mecánica
  * Ingeniería Naval
  * Ingeniería Química
  * Lic. en Ciencias de la Atmósfera
  * Lic. en Computación
  * Lic. en Ingeniería Biológica
  * Lic. en Recursos Hídricos y Riego (RN-Salto)

## Tecnólogos

  * Tecnólogo Cárnico
  * Tecnólogo en Cartografía
  * Tecnólogo en Madera (Rivera)
  * Tecnólogo en Telecomunicaciones (Rocha)
  * Tecnólogo Industrial Mecánico
  * Tecnólogo Informático
  * Tecnólogo Minero (Treinta y Tres)",https://www.fing.edu.uy/es/ensenanza/carreras-de-grado-old,Carreras de Grado | Facultad de Ingeniería
webpages\Carreras_de_Posgrado_-_Facultad_de_Ingeniería,ensenanza_carreras-de-posgrado,"## Diploma de especialización

  * Diploma de Especialización en Tránsito y Transporte
  * Diploma de especialización en Bioinformática
  * Diploma de Especialización en Ciencia de Datos
  * Diploma de Especialización en Diseño, Cálculo y Construcción de Estructuras de Madera
  * Diploma de especialización en Física
  * Diploma de especialización en Gestión de Tecnologías
  * Diploma de especialización en Hidrología Subterránea
  * Diploma de especialización en Ingeniería de la Energía
  * Diploma de especialización en Ingeniería de Minas
  * Diploma de especialización en Ingeniería de Software
  * Diploma de especialización en Seguridad Informática
  * Diploma de especialización en Seguridad y Salud en el Trabajo
  * Diploma de especialización en Sistemas de Información y Tecnologías de Gestión de Datos
  * Diploma de especialización en Sistemas Eléctricos de Potencia
  * Diploma de especialización en Telecomunicaciones
  * Diploma de especialización Estudios Avanzados en Computación
  * Especialización en Ingeniería Ambiental
  * Especialización en Optimización",https://www.fing.edu.uy/es/ensenanza/carreras-de-posgrado,Carreras de Posgrado | Facultad de Ingeniería
